0.939247	0.939247	
1.942617	1.942617	
2.896314	2.896314	
3.936711	3.936711	
4.949112	4.949112	
5.949772	5.949772	
6.945916	6.945916	
7.970960	7.970960	
8.977038	8.977038	
9.985826	9.985826	
10.980164	10.980164	
11.949215	11.949215	
13.001353	13.001353	
13.992981	13.992981	
14.984610	14.984610	
15.961788	15.961788	
16.965158	16.965158	
17.967624	17.967624	
18.952930	18.952930	
19.969846	19.969846	
20.981344	20.981344	
21.977488	21.977488	
22.946538	22.946538	
23.973389	23.973389	
25.020108	25.020108	
26.009930	26.009930	
27.018718	27.018718	
28.018475	28.018475	
28.960432	28.960432	
29.972832	29.972832	
30.981620	30.981620	
32.044595	32.044595	
32.980230	32.980230	
33.968246	33.968246	
34.967100	34.967100	
35.973178	35.973178	
36.943132	36.943132	
37.994367	37.994367	
39.000445	39.000445	
40.027296	40.027296	
40.998152	40.998152	
41.991587	41.991587	
42.952510	42.952510	
43.973038	43.973038	
44.942992	44.942992	
45.937330	45.937330	
46.975018	46.975018	
47.977484	47.977484	
48.998012	48.998012	
49.995060	49.995060	
50.988494	50.988494	
52.011732	52.011732	
52.976267	52.976267	
53.966090	53.966090	
54.935140	54.935140	
55.957475	55.957475	
56.965360	56.965360	
57.987694	57.987694	
58.997385	58.997385	
59.956502	59.956502	
60.919230	60.919230	
61.941565	61.941565	
62.924162	62.924162	
63.952819	63.952819	
64.973347	64.973347	
65.983942	65.983942	
66.995439	66.995439	
68.021386	68.021386	
68.963343	68.963343	
69.918847	69.918847	
70.975500	70.975500	
71.973451	71.973451	
72.947017	72.947017	
73.948580	73.948580	
74.966399	74.966399	
75.961640	75.961640	
76.993909	76.993909	
78.005406	78.005406	
79.009679	79.009679	
79.991373	79.991373	
80.981195	80.981195	
81.983661	81.983661	
83.043927	83.043927	
83.973240	83.973240	
84.951322	84.951322	
85.935726	85.935726	
86.986960	86.986960	
87.992136	87.992136	
88.947639	88.947639	
89.990746	89.990746	
91.015790	91.015790	
91.948716	91.948716	
92.949376	92.949376	
93.983451	93.983451	
94.957017	94.957017	
96.010058	96.010058	
97.029683	97.029683	
98.024924	98.024924	
98.979525	98.979525	
99.944060	99.944060	
