0.978717	0.978717	
1.992841	1.992841	
2.981545	2.981545	
3.938472	3.938472	
4.925360	4.925360	
5.974892	5.974892	
6.976306	6.976306	
7.938681	7.938681	
8.980951	8.980951	
9.982365	9.982365	
10.983779	10.983779	
11.991548	11.991548	
12.976620	12.976620	
13.939902	13.939902	
14.974001	14.974001	
16.019902	16.019902	
17.002250	17.002250	
17.987322	17.987322	
18.986921	18.986921	
20.003769	20.003769	
21.016986	21.016986	
21.996610	21.996610	
22.971695	22.971695	
23.988544	23.988544	
24.966352	24.966352	
25.958688	25.958688	
26.921062	26.921062	
27.965147	27.965147	
28.972009	28.972009	
29.955265	29.955265	
30.981192	30.981192	
31.987146	31.987146	
32.992192	32.992192	
33.978172	33.978172	
34.986849	34.986849	
35.985539	35.985539	
36.959716	36.959716	
37.927538	37.927538	
39.010663	39.010663	
40.023880	40.023880	
41.001689	41.001689	
41.986761	41.986761	
42.998162	42.998162	
43.916049	43.916049	
44.957411	44.957411	
45.948838	45.948838	
46.952976	46.952976	
47.930785	47.930785	
48.988489	48.988489	
49.990811	49.990811	
50.991317	50.991317	
51.979112	51.979112	
52.969632	52.969632	
53.934730	53.934730	
54.979723	54.979723	
56.028348	56.028348	
56.978920	56.978920	
57.928584	57.928584	
58.958143	58.958143	
60.007675	60.007675	
61.029971	61.029971	
61.990530	61.990530	
62.978325	62.978325	
63.898936	63.898936	
64.981154	64.981154	
65.975305	65.975305	
66.944034	66.944034	
67.940909	67.940909	
68.973192	68.973192	
69.995487	69.995487	
71.025954	71.025954	
71.980158	71.980158	
72.948887	72.948887	
73.953025	73.953025	
74.978045	74.978045	
75.973104	75.973104	
76.978149	76.978149	
78.014064	78.014064	
79.047254	79.047254	
80.044129	80.044129	
81.004687	81.004687	
81.961614	81.961614	
82.922173	82.922173	
83.982601	83.982601	
84.964949	84.964949	
85.989061	85.989061	
86.966869	86.966869	
87.967375	87.967375	
88.987855	88.987855	
89.999256	89.999256	
92.009348	92.009348	
93.034367	93.034367	
93.939544	93.939544	
94.952761	94.952761	
95.922399	95.922399	
96.981918	96.981918	
98.006938	98.006938	
99.021063	99.021063	
99.993424	99.993424	
