0.976935	0.976935	
2.022482	2.022482	
3.011112	3.011112	
3.974792	3.974792	
4.973558	4.973558	
5.973104	5.973104	
7.012413	7.012413	
8.033010	8.033010	
8.976419	8.976419	
9.982982	9.982982	
10.993443	10.993443	
12.009362	12.009362	
13.000331	13.000331	
13.981944	13.981944	
14.991626	14.991626	
15.985714	15.985714	
17.016446	17.016446	
17.959855	17.959855	
19.003063	19.003063	
19.997930	19.997930	
20.944458	20.944458	
22.007937	22.007937	
23.011381	23.011381	
23.965706	23.965706	
24.990981	24.990981	
25.997543	25.997543	
27.032954	27.032954	
27.981041	27.981041	
28.933027	28.933027	
29.961420	29.961420	
30.960966	30.960966	
32.019767	32.019767	
32.983448	32.983448	
33.956484	33.956484	
34.981759	34.981759	
35.988322	35.988322	
37.007360	37.007360	
37.980396	37.980396	
38.982281	38.982281	
39.984945	39.984945	
40.983711	40.983711	
42.019902	42.019902	
43.024126	43.024126	
43.993264	43.993264	
44.984233	44.984233	
45.979880	45.979880	
46.969290	46.969290	
47.972734	47.972734	
48.981636	48.981636	
49.962469	49.962469	
51.008016	51.008016	
52.020037	52.020037	
53.014904	53.014904	
54.006653	54.006653	
54.980469	54.980469	
55.990151	55.990151	
56.993595	56.993595	
57.990802	57.990802	
58.989568	58.989568	
60.000808	60.000808	
61.047135	61.047135	
61.990544	61.990544	
62.942529	62.942529	
63.973262	63.973262	
64.984502	64.984502	
66.033168	66.033168	
66.971119	66.971119	
67.997953	67.997953	
68.988923	68.988923	
69.994706	69.994706	
70.983336	70.983336	
71.979763	71.979763	
72.961376	72.961376	
73.993668	73.993668	
75.001010	75.001010	
75.996658	75.996658	
76.968915	76.968915	
77.988732	77.988732	
78.982820	78.982820	
79.997179	79.997179	
80.995166	80.995166	
81.989254	81.989254	
82.977884	82.977884	
83.968073	83.968073	
84.978535	84.978535	
86.010827	86.010827	
87.011152	87.011152	
88.026291	88.026291	
88.976717	88.976717	
89.999653	89.999653	
91.011674	91.011674	
92.016677	92.016677	
92.985036	92.985036	
93.963530	93.963530	
94.964635	94.964635	
95.965740	95.965740	
96.954370	96.954370	
98.006934	98.006934	
98.992445	98.992445	
100.019280	100.019280	
